product_id,star_rating,review
B00IKPW0UA,5,I love my kindle fire
B00IKPYKWG,5,bright display and easy to
B00IKPZ5V6,4,Too bad there is no paypal app or Rdio for Amazon
B00IKPYKWG,2,Two Stars
B00IKPW0UA,5,Five Stars
B00IKPYKWG,2,Two Stars
B00IKPYKWG,4,Just as advertized. No problems to date.
B00LCHS1FG,3,Not easy foir some of us
B00IKPYKWG,2,Wi-Fi drops
B00IKPYKWG,4,Four Stars
B00LCHN19C,2,this is not a good choice for anyone wanting to use it for games
B00KC89C2C,4,There are times it's slow but it works fine other than that
B00LCHN19C,4,Solid solution for your child
B00IKPYKWG,5,But love it!
B00IKPYKWG,5,Five Stars
B00IKPYKWG,2,EASY TO START-TYB
B00IKPYKWG,5,Love my Kindle
B00IKPW0UA,5,Five Stars
B00IKPYKWG,4,Four Stars
B00LCHOCZY,5,Great for kids
B00IKPZ5V6,5,Very happy with the Fire
B00IKPW0UA,3,The new model is no better than old model.
B00IKPW0UA,5,Five Stars
B00IKPW0UA,2,Two Stars
B00KC89C2C,5,my new kindle
B00IKPYKWG,3,"Good features, short battery life."
B00LCI3LUA,5,Have enjoyed using it
B00LCI2I7C,5,Five Stars
B00IKPYKWG,5,I love Mine.
B00IKPYKWG,4,like it a lot -- some magnetic cases cause it ...
B00KC6XV58,5,Five Stars
B00IKPYKWG,3,"Device itself is great, freetime has never worked properly"
B00IKPYKWG,5,The camera is really fantastic! Great Christmas gifts and my wife got my ...
B00LCI2I7C,5,which was the best $99 ever spent
B00IKPYKWG,5,Awesome! I had an older Kindle
B00LCHOCZY,5,Kindle Fire 7 HD Amazing !
B00IKPW0UA,4,Four Stars
B00LCI2I7C,5,Five Stars
B00LCHNAA2,5,Worth the extra bucks for no advertising
B00IKPYKWG,1,Very limited for Children
B00IKPYKWG,4,Kindle Fire things to think about.
B00IKPYKWG,5,It's on Fire!!
B00KC6Y1MU,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,Not user too friendly for the MAC computer user
B00IKPW0UA,4,Four Stars
B00IKPW0UA,4,Four Stars
B00IKPYKWG,1,"Cheap, but not worth it.  Software is confusing but doesn't give you any actual control."
B00IKPYKWG,5,The newer more-durable screen is magic and I love that it functions like a tablet when you have ...
B00IKPW0UA,5,Five Stars
B00IKPW0UA,5,Very happy with the device
B00KC6XV58,5,Five Stars
B00LCHWEPE,5,Five Stars
B00LCHWEPE,3,read them and now I'd like to delete them and maybe get a newer issue ...
B00IKPZ5V6,5,Love it.
B00IKPYKWG,5,Awesome
B00IKPYKWG,4,Four Stars
B00KC89C2C,4,It is easy to use and the screen is easy to read
B00IKPW0UA,1,One Star
B00LCHSHMS,5,looks nice and fits well!
B00IKPW0UA,5,A wonderful way to carry your library with you
B00LCHOCZY,5,Five Stars
B00LCHS1FG,5,Five Stars
B00IKPW0UA,5,Five Stars
B00IKPW0UA,1,One Star
B00IKPYKWG,5,My kids love them.
B00IKPW0UA,5,Five Stars
B00LCHRQL6,5,Five Stars
B00LCHNAA2,4,Better than the 8 gb
B00IKPYKWG,3,Wish there were more app that are useful to me but a good reader
B00IKPYKWG,5,Not only is it easy on the eye's for reading
B00LCHRQL6,4,I like the look
B00KC89C2C,1,Reconditioned? Probably.
B00LCHOCZY,5,I especially like watching movies on Netflix and Prime
B00IKPYKWG,5,item arrived when expected. operates well compared other tablets ...
B00IKPYKWG,5,Five Stars
B00IKPW0UA,1,Utterly Disappointed!
B00IKPYKWG,5,LOVE IT
B00LCI2I7C,4,so good. She enjoys playing on it and I love ...
B00IKPYKWG,5,Great!!!
B00IKPYKWG,5,Love my new Kindle Fire HD 7
B00IKPYKWG,4,Four Stars
B00IKPYKWG,4,Four Stars
B00LCHRQL6,5,so it was a nice surprise. Books are easy to get and easy ...
B00IKPYKWG,5,Five Stars
B00IKPW0UA,4,Fire7HD
B00LCHOCZY,2,Very disappointed in this
B00IKPYKWG,4,Four Stars
B00IKPYKWG,5,Five Stars
B00LCHOCZY,2,I thought it would be like my iPad and my kindles
B00LCHRQL6,1,They aren't making it that easy to exchange
B00IKPYKWG,5,Five Stars
B00IKPYKWG,3,Three Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,I love it!!!
B00IKPW0UA,5,I love My Fire
B00KC89C2C,5,Five Stars
B00IKPYKWG,4,Four Stars
B00IKPYKWG,5,Love it
B00IKPW0UA,1,Not a perfit fit
B00KC6XV58,5,Love my upgraded Kindle
B00IKPYKWG,5,"... was a gift to me and I am so happy, After my GPS this is the best gift ..."
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,Four Stars
B00IKPYKWG,5,in perfect
B00KC6XV58,5,Wonderful Upgrade
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,We love the new Fire - it's very quick
B00IKPX4GY,5,Fun and Easy.
B00LCHS1FG,4,So far I like it very much
B00IKPW0UA,5,Great tablet
B00LCHSHMS,3,challenges if not tech savvy
B00KC6Y1MU,5,It's easy to use and to see
B00LCHSHMS,5,Five Stars
B00IKPYKWG,3,I've been very impressed by the quality difference in the speakers and screen (no bad angles for viewing)
B00IKPYKWG,4,good tablet. I have three for my boys
B00LCI3LUA,5,great tablet
B00IKPYKWG,4,Four Stars
B00KC89C2C,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,FUN
B00IKPZ5V6,5,Great tablet for the price!
B00LCHNAA2,5,The camera is a nice addition. I liked having it preregistered to our ...
B00IKPYKWG,5,Five Stars
B00LCHRQL6,5,Pretty cool but the multiple profile app sharing feature is ...
B00IKPYKWG,3,because we wanted something that would be good as a tablet for him
B00IKPYKWG,5,My boy loves the sound and picture. The features ...
B00IKPW0UA,5,She loved it. Thank
B00IKPYKWG,5,As good as an iPad!
B00IKPW0UA,5,easy set up and is just nice
B00IKPYKWG,4,Four Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,very happy
B00LCHOCZY,4,A different type of anroid
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,I liked my older Kindle Fire much better than this new ...
B00IKPYKWG,4,Four Stars
B00IKPW0UA,5,So far so good!
B00LCHNAA2,3,I thought it would be larger than my old kindle ...
B00IKPYKWG,5,Five Stars
B00IKPZ5V6,4,Four Stars
B00IKPW0UA,3,I like the Fire
B00LCHNGZG,2,"I bought these for my kids, they use the ..."
B00IKPYKWG,1,Not good. Can barely fit any apps on it
B00IKPYKWG,5,This is my third kindle and I am very happy with the way it performs
B00IKPYKWG,5,Five Stars
B00LCI3LUA,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,I love my fire
B00IKPW0UA,5,I love it! It's fast
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,Four Stars
B00IKPYKWG,4,Kindle Fire
B00KC6Y1MU,5,love it
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,I love my new Kindle
B00IKPYKWG,5,Five Stars
B00LCI2I7C,5,Like the tablet aspect much more than I had expected ...
B00IKPW0UA,5,Perfect for a replacement for my ill-advised purchase of the ...
B00IKPYKWG,5,Five Stars
B00IKPYKWG,3,I love the look and ease of use
B00IKPYKWG,1,WHAT A RIP OFF! (buyer beware)
B00IKPW0UA,4,great machine.
B00IKPW0UA,3,"I'm satisfied, but it has to much of a glare ..."
B00IKPW0UA,5,Five Stars
B00IKPYKWG,1,"I am still using the other, except for pictures."
B00IKPYKWG,4,Four Stars
B00IKPYKWG,5,Great Gift
B00IKPX4GY,5,Five Stars
B00IKPW0UA,4,Four Stars
B00IKPYKWG,5,Five Stars
B00LCHNAA2,5,This was a gift for our daughter. She really ...
B00LCHOCZY,5,Great value. Good for adults and kids alike.
B00IKPYKWG,5,The FIRE is so easy to use and really FUN
B00IKPW0UA,5,Five Stars
B00LCHWEPE,5,Perfect for my nine year old and I was able ...
B00IKPYKWG,5,This is wonderful! Love the magazines and the lending library
B00IKPW0UA,5,Five Stars
B00KC6XV58,5,Five Stars
B00IKPYKWG,3,memory
B00LCHSHMS,5,Love it. Have been wanting to purchase for a ...
B00IKPYKWG,5,this is your best deal. If you are looking for a normal ...
B00LCHS1FG,1,One Star
B00LCHOCZY,4,Four Stars
B00LCHS1FG,5,I've created a monster :)
B00IKPW0UA,3,What Amazon Forgot
B00IKPYKWG,5,Our family LUVS it!!!
B00IKPYKWG,5,Very Simple
B00IKPYKWG,5,Five Stars
B00LCHRQL6,4,"Kindle Fire 7"""
B00IKPYKWG,4,"Device works fine, no complaints on that account"
B00KC6XV58,4,More like 12 GBs
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Fire hd
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,2,Great device. Poor operating system.
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,1,Worked for a week. Wont turn on anymore.
B00IKPW0UA,5,My 7 & 4 year old are able to work them and the price is great. The quality of the device itself is not ...
B00IKPYKWG,5,what a wonderful gift!
B00IKPZ5V6,5,I love this kindle
B00LCHYFB0,5,"beautiful display, the camera is not bad"
B00IKPYKWG,1,One Star
B00IKPYKWG,5,"A stylus was also purchased which is a great assist when using the on-screen ""keyboard"" to type-in search ..."
B00IKPYKWG,5,My new Kindle Fire HD
B00LCHNAA2,5,Five Stars
B00LCHS1FG,5,Five Stars
B00LCHOCZY,5,Five Stars
B00LCI2I7C,5,Love the Kindle Fire HD
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,thry keep getting better
B00IKPYKWG,5,Five Stars
B00IKPW0UA,4,I have not had much opportunity to use it yet ...
B00IKPYKWG,3,Three Stars
B00IKPW0UA,4,Worth it!
B00IKPW0UA,5,Love It!
B00KC89C2C,2,Terrible camera.
B00IKPW0UA,5,I like it so much I might get myself one
B00IKPZ5V6,4,Upgraded from the first Kindle
B00KC89C2C,5,Good for kids
B00LCHOCZY,5,sweet
B00LCHRQL6,5,More 5han I expected!
B00IKPX4GY,4,Four Stars
B00LCHRQL6,3,Amazon could do a better job - usability and stability issues.
B00IKPYKWG,4,Four Stars
B00IKPYKWG,5,"Love it, this is my third one"
B00IKPYKWG,5,I like the size and it's lite
B00IKPYKWG,5,This is an amazing device. The display is crisp
B00IKPYKWG,5,The HD is so much better than my original Kindle
B00IKPYKWG,5,Five Stars
B00IKPW0UA,4,Four Stars
B00IKPW0UA,4,Four Stars
B00KC6XV58,5,Five Stars
B00IKPW0UA,5,Five Stars
B00LCHS1FG,4,Four Stars
B00IKPW0UA,5,I look forward to having a lot of fun. To tell U the truth
B00IKPYKWG,1,One Star
B00IKPW0UA,5,I love the size and the clarity of the screen
B00IKPW0UA,2,"OK for price, but not great either"
B00IKPYKWG,5,I love it. A never version so faster but with ...
B00IKPYKWG,5,Five Stars
B00LCHOCZY,5,Perfect
B00IKPW0UA,5,my new best buddy!
B00LCI2I7C,5,Five Stars
B00LCHWEPE,5,How did I ever live without you?
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Loving my new Kindle FIre
B00LCHRQL6,4,I love this Fire
B00LCHOCZY,5,Five Stars
B00IKPW0UA,5,excellent item made to fit
B00IKPYKWG,5,Five Stars
B00IKPYKWG,3,Otherwise I love it for reading and other things
B00IKPW0UA,5,I loved it!
B00LCHRQL6,4,I gave the tablet as a gift for my grandson ...
B00IKPX4GY,3,Three Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,Great kid friendly
B00LCHW422,5,Definitely better!
B00IKPYKWG,4,Four Stars
B00LCHOCZY,5,Five Stars
B00LCHRQL6,3,Three Stars
B00LCHOCZY,3,needs improvements
B00IKPYKWG,2,AMAZON STILL OWNS THE KINDLE NOT YOU
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,Terrific item. Only complaint is I don't like it's ...
B00IKPYKWG,5,Five Stars
B00LCHRQL6,5,Perfect bday gift for my 15 yo girls
B00IKPYKWG,4,"Overall great tablet, a few problems."
B00IKPW0UA,4,Four Stars
B00IKPYKWG,3,Fire tablet
B00IKPYKWG,5,Five Stars
B00LCHS1FG,4,Four Stars
B00LCHSHMS,4,Four Stars
B00IKPW0UA,5,Five Stars
B00IKPW0UA,5,This was a great surprise for Christmas
B00IKPYKWG,4,Four Stars
B00IKPYKWG,5,Love it.
B00IKPW0UA,5,Wonderful
B00IKPW0UA,5,Am verry happy that I got my fire HD
B00IKPYKWG,5,I love it so far although I know I'm not using ...
B00LCI2I7C,5,It's great! However it keeps locking up and I have ...
B00IKPYKWG,2,"Not quite what I expected, I can access the ..."
B00LCHRQL6,5,I like the size and the performance
B00IKPYKWG,5,SATISFIED WITH THE KINDLE!
B00KC72CRU,5,Five Stars
B00LCI2I7C,5,A great choice
B00IKPZ5V6,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,A Merry Christmas Gift.
B00IKPYKWG,5,Five Stars
B00IKPW0UA,4,Four Stars
B00LCHS1FG,3,Fire HD 7
B00IKPYKWG,5,Love reading on it and their are plenty of apps
B00IKPYKWG,5,I love it!
B00IKPYKWG,5,I love this product so much that I practically replaced it ...
B00IKPW0UA,5,Five Stars
B00LCHOCZY,5,Five Stars
B00LCHRQL6,5,Five Stars
B00IKPYKWG,5,We got this for my 12 year old son and ...
B00LCHRQL6,5,Great! Love it for reading
B00KC72CRU,5,It is awesome.
B00IKPYKWG,5,The sleep function when you close it works great and the quality is superior for the price
B00IKPYKWG,5,Easy to use
B00IKPYKWG,4,Perfect for my 65yo mom for a first time tablet
B00LCI2I7C,4,I like it. Have not had time to use it ...
B00IKPYKWG,2,Here's the thing initially I loved it but there is a problem with it or ...
B00IKPYKWG,1,One Star
B00IKPYKWG,5,Five Stars
B00LCHSHMS,5,I love this tablet
B00IKPW0UA,4,Four Stars
B00IKPYKWG,5,love love this Fire
B00KC6XV58,5,... can see the screen and to read my books awesome an playing games is great too
B00IKPYKWG,5,Five Stars
B00LCHSHMS,5,Five Stars
B00KC89C2C,5,Five Stars
B00IKPW0UA,4,"Nice tablet, easy to use"
B00LCHWEPE,5,Five Stars
B00IKPW0UA,3,Locked down
B00LCHRQL6,5,AWESOME I LOVE IT
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00KC89C2C,5,Love it
B00LCHRQL6,5,I love it for reading
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,great tablet
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,I LOVE MY FIRE 
B00IKPW0UA,5,Five Stars
B00LCHWEPE,4,Four Stars
B00IKPYKWG,4,Great other than the camera occasionally!
B00IKPYKWG,4,Great personal device for all.
B00IKPX4GY,5,Love a Kindle!
B00IKPYKWG,5,I LOVE this! It's so much fun and I use ...
B00IKPYKWG,5,This was an awesome gift! I love all the features
B00LCI2I7C,5,This purchase is going mostly to be used on our ...
B00IKPYKWG,5,Five Stars
B00KC6XV58,5,Great Device
B00IKPW0UA,5,Five Stars
B00LCHS1FG,2,Two Stars
B00LCHRQL6,5,Very nice deal.
B00IKPYKWG,4,We are still getting acquainted. It was a gift ...
B00IKPYKWG,5,Great little tablet
B00IKPW0UA,3,one for my wife two Christmas's ago biggest mistake of my life these things remove the person from the real world and they are i
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Fire
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Five Stars
B00LCHRQL6,5,Gave this to my daughter and she loves it. ...
B00IKPYKWG,5,Five Stars
B00LCI3LUA,5,Five Stars
B00IKPW0UA,4,Four Stars
B00IKPW0UA,5,great product. very pleased with it
B00IKPW0UA,4,Four Stars
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Great Gift!
B00LCHW422,4,I love my kindle
B00IKPYKWG,4,Nice!
B00LCHWEPE,5,New user but really impressed!
B00IKPW0UA,5,I found it easy to use right out of the box
B00IKPW0UA,4,Four Stars
B00LCHS1FG,4,Great tablet
B00IKPZ5V6,5,Five Stars
B00LCHWEPE,4,Love it. I love the children restrictions
B00IKPYKWG,4,I don't like the idea of having to search the internet to ...
B00IKPX4GY,1,Tablet provide lots of good feature if you are new to a tablet
B00LCHOCZY,5,"Upgrading to a Fire 7.7"" HD"
B00IKPW0UA,5,love it
B00IKPYKWG,5,Five Stars
B00LCHNAA2,5,... all of the features yet but it has worked great for everything I have tried
B00IKPW0UA,5,Five Stars
B00IKPYKWG,4,great for its price!
B00IKPYKWG,4,Four Stars
B00IKPYKWG,5,"Still a Reader, not quite a tablet"
B00LCHWEPE,5,This is a big upgrade from her last Kindle and we are pleased that we made this upgrade
B00IKPYKWG,5,Awsome Tablet!
B00IKPYKWG,3,Three Stars
B00IKPYKWG,5,Great purchase.
B00LCHOCZY,5,Five Stars
B00LCHS1FG,4,Four Stars
B00IKPW0UA,5,Amazing!
B00IKPYKWG,5,Five Stars
B00KC6Y1MU,5,Five Stars
B00IKPW0UA,5,Five Stars
B00LCHYFB0,4,I do not like that I can not purchase books from any E-book ...
B00IKPW0UA,5,awesome
B00LCHOCZY,5,Five Stars
B00IKPW0UA,5,Five Stars
B00LCHRQL6,5,My son loves It. But Be Ready to Purchased ...
B00IKPZ5V6,5,Kindle
B00KC89C2C,3,Received as a gift and also received kindle fireHDX Returned ...
B00IKPW0UA,5,This is hams down the best kid's tablet available from a parent's perspective currently on ...
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00LCI3LUA,5,Great customer support
B00KC89C2C,5,Five Stars
B00IKPW0UA,5,Completely Satisfied
B00IKPW0UA,5,I like it alot
B00IKPYKWG,5,Love!!
B00IKPW0UA,5,Amazing gift for all ages!!!
B00LCHSHMS,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,Five Stars
B00IKPYKWG,3,Great graphics. To bad system apps chew up more ...
B00IKPYKWG,5,good kindle
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,3,Better Battery life would be nice. but let's compare....
B00IKPYKWG,1,A Gift for Anyone
B00IKPZ5V6,5,my old ipad was getting tired and i needed a replacement and the price was right.
B00IKPYKWG,5,Never thought I would love it so much
B00IKPX4GY,3,new kindle
B00IKPYKWG,5,all expectations met
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,Five Stars
B00LCHS1FG,5,Five Stars
B00IKPYKWG,4,Awesome! Love the HD video
B00IKPW0UA,5,Bought it to replace another that appeared to have died ...
B00IKPYKWG,5,It was a gift for my Grandson he is 13 ...
B00IKPYKWG,5,... would not measure up but it does and works great.
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,Four Stars
B00IKPYKWG,4,No Google Play Store...
B00LCHWEPE,5,I am enjoying my Kindle Fire
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,Four Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,3,Jury is out
B00IKPYKWG,4,Good for the price. great HD screen display.
B00LCHOCZY,5,Enjoying very much - very easy for me to use being I don't know much ...
B00IKPYKWG,4,"Great value on the hardware side, but no Google Play store at the moment."
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00KC89C2C,5,Five Stars
B00IKPW0UA,4,Enjoying my new Fire HD 7. All I was ...
B00IKPW0UA,4,I like it pretty well
B00IKPYKWG,5,Love it! Definitely a worth while purchase
B00IKPZ5V6,5,Five Stars
B00KC89C2C,4,Four Stars
B00IKPZ5V6,5,I can't believe how great this thing is for the money
B00IKPW0UA,5,Highly recommended.
B00IKPW0UA,5,Five Stars
B00IKPYKWG,4,if there's a way I haven't figured out howbut other than that it's been a great tablet.
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,Challange for old geezer
B00IKPYKWG,5,Kindle case great
B00IKPZ5V6,5,Five Stars
B00IKPYKWG,5,Great Device for the price
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,Nearly perfect to me.
B00IKPYKWG,5,technophobe loves the FireHD
B00IKPYKWG,3,Three Stars
B00IKPYKWG,5,A great deal! close to replacing our need for a ...
B00IKPYKWG,3,This is a good tablet for the money but severely lacks in screensaver ...
B00KC6XV58,5,Five Stars
B00LCI2I7C,5,Birthday fun
B00LCI3LUA,3,It's nice but will not hold a charge for very long
B00IKPYKWG,4,Four Stars
B00IKPYKWG,5,Fire is great!
B00KC89C2C,5,Five Stars
B00IKPYKWG,3,it's sturdy and lightweight
B00IKPYKWG,5,Five Stars
B00KC6XV58,5,Five Stars
B00IKPYKWG,3,Three Stars
B00IKPYKWG,3,As far as it goes it was a gift from amazing and wonderful people and that makes me happy with ...
B00IKPW0UA,4,MY son loves this. Wish I din't have to ...
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,The good and the bad
B00LCHS1FG,5,I Am Hooked!
B00IKPYKWG,5,Great tablet!!!
B00IKPYKWG,3,Just wish the battery would last longer than it does ...
B00IKPYKWG,5,Five Stars
B00LCHSHMS,5,Five Stars
B00IKPYKWG,1,I was not able to maintain a wifi connection and ...
B00IKPYKWG,5,Love it
B00IKPX4GY,5,Five Stars
B00LCHS1FG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,Five Stars
B00LCHOCZY,5,Five Stars
B00IKPW0UA,1,I liked my plain Kindle
B00LCHS1FG,4,Four Stars
B00IKPYKWG,5,Five Stars
B00KC89C2C,1,One Star
B00KC6XV58,1,Instructions too complicated for internet novices
B00IKPW0UA,5,Five Stars
B00IKPYKWG,2,3rd kindle and its not a charm
B00IKPYKWG,5,"Amazing to let,  amazing price"
B00IKPW0UA,5,Very happy
B00IKPYKWG,5,Five Stars
B00LCHOCZY,3,Display is very good but I am having a terrible time getting it ...
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,2,Two Stars
B00LCHYFB0,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,FABULOUS
B00IKPYKWG,3,I'm certainly not enjoying it and the purchase was a waste of $114
B00IKPYKWG,5,Awesome
B00IKPYKWG,3,my Kindle has great potential but without internet or wifi connection
B00IKPYKWG,5,Five Stars
B00LCHWEPE,5,I've tried both of them and I like them both
B00IKPYKWG,1,Learning how to use it is taking me awhile. ...
B00LCHRQL6,4,... my 11year old son for Christmas he loves it easy to use and great
B00KC89C2C,4,I am still learning. Give me a little time ...
B00LCI2I7C,5,This Kindle Fire offers beautiful and crisp videos
B00IKPYKWG,5,Amazon Fire is great!
B00IKPYKWG,4,fire review
B00IKPYKWG,1,Christmas present for child disappoints
B00IKPYKWG,1,Problem with charging
B00IKPYKWG,5,Five Stars
B00KC89C2C,5,Five Stars
B00IKPW0UA,5,Love it!
B00IKPYKWG,1,expensive way to be bombarded by ads
B00LCHWEPE,4,Four Stars
B00LCHNAA2,5,Five Stars
B00IKPYKWG,4,I LOVE it!
B00IKPYKWG,5,The best made better
B00KC89C2C,4,Nice Unit
B00LCHNAA2,5,Fire great value for your dollars
B00LCHOCZY,4,Birthday present for 14 year old
B00IKPW0UA,4,Four Stars
B00IKPW0UA,5,The one device I use every day.
B00IKPYKWG,3,If i had known I would have to look at ...
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00LCHOCZY,1,This kindle will not stay on! It will turn ...
B00IKPW0UA,4,Slowly Improving
B00KC89C2C,5,Very happy!
B00IKPYKWG,5,I'm real happy with this
B00IKPW0UA,5,Five Stars
B00IKPYKWG,1,Not happy with this at all
B00LCI2I7C,5,love it
B00LCHS1FG,4,Four Stars
B00IKPYKWG,3,Fairly good tablet
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,Love my fire 7.7 HD
B00IKPW0UA,5,I love the tablet
B00IKPW0UA,5,Very useful. Love reading on it
B00LCHRQL6,5,Five Stars
B00IKPW0UA,5,Five Stars
B00IKPW0UA,4,Four Stars
B00LCHNAA2,5,Perfect first device for child
B00IKPYKWG,4,Four Stars
B00LCHW422,5,... reviews but I have to say that I absolutely LOVE my kindle fire
B00LCHOCZY,5,Five Stars
B00IKPW0UA,5,Five Stars
B00IKPYKWG,4,Four Stars
B00IKPYKWG,1,SENT IT BACK.
B00LCHW422,5,Can't beat the price or the quality!
B00IKPW0UA,5,He is very happy with it
B00KC89C2C,5,Five Stars
B00KC6XV58,1,Tyrannical tablet.
B00IKPYKWG,4,first time using a tablet.
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,easy useful.
B00IKPW0UA,5,better than i thought.
B00IKPW0UA,5,Five Stars
B00LCHOCZY,5,My granddaughter was use to playing and listening to music ...
B00LCHOCZY,5,Love it already
B00KC6XV58,5,Perfect Gift
B00IKPW0UA,5,So far I love it!
B00IKPW0UA,5,The Screen Resolution Is Great And The Child Profiles Are easy To navigate
B00IKPYKWG,4,Outside of that very pleased.
B00IKPYKWG,5,Five Stars
B00LCHWEPE,4,I really like the size
B00LCHRQL6,5,It's a great tablet! Easy to use
B00IKPYKWG,5,Great Tablet
B00IKPW0UA,5,Five Stars
B00LCHSHMS,5,Back up Amazon.
B00IKPW0UA,5,yeah Fire.
B00IKPYKWG,2,OLD DOG...NO NEW TRICKS
B00IKPYKWG,2,I like parts of the new Kindle fire but am very ...
B00IKPYKWG,5,Not sure we have even scraped the surface of a ts potential but relatively easy to figure out and get around in
B00IKPYKWG,4,Great affordable tablet
B00IKPW0UA,5,I absolutely love the new Kindle!!
B00IKPYKWG,2,Two Stars
B00IKPYKWG,4,Four Stars
B00IKPX4GY,1,Good thing I save all the packing material cause Its probably going back next week
B00LCHS1FG,4,Four Stars
B00IKPYKWG,3,Three Stars
B00LCHOCZY,5,Five Stars
B00LCHRQL6,5,Five Stars
B00IKPYKWG,4,What a great gift from my husband
B00IKPYKWG,1,One Star
B00IKPW0UA,5,"love it ,you said it would arrive on a gate and it came right on time I just love it"
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,I like it but I wish it came with more directions
B00IKPYKWG,4,I think you could get more for your money elsewhere.
B00LCI3LUA,5,Five Stars
B00IKPW0UA,1,Major problems due to patch.
B00IKPW0UA,5,it's works fast the display is excellent..
B00IKPYKWG,4,the Kindle Fire is a fine product. The only problem is that the magazine ...
B00IKPYKWG,4,Awesome fun.
B00IKPYKWG,3,"Like it, but having trouble figuring out how to ..."
B00LCHRQL6,5,Amazon ordering is the BEST.
B00LCHS1FG,5,Five Stars
B00KC6XV58,5,The display is SO much better!
B00IKPYKWG,5,love it
B00IKPYKWG,4,No problems so far. Really enjoying it. Only ...
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,I dint think i would enjoy it as much as i do
B00IKPYKWG,5,This kindle fire is so awesome I love it
B00IKPW0UA,2,Price wise it works for a kid but not for me
B00IKPW0UA,4,Four Stars
B00IKPYKWG,4,Love it as I can play the games and put ...
B00IKPYKWG,5,Five Stars
B00IKPYKWG,1,One Star
B00LCHSHMS,5,satisfied
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,Love it. Wished it fit the cover I have ...
B00KC89C2C,5,Perfect
B00LCHRQL6,5,Five Stars
B00LCHWEPE,3,Three Stars
B00IKPYKWG,4,Four Stars
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Kindle review.
B00IKPW0UA,5,Five Stars
B00LCHS1FG,1,The font is not easily controlled in all programs
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Hardback Dinosaurs Beware
B00IKPYKWG,5,Amazon does it again
B00IKPZ5V6,3,Three Stars
B00LCHOCZY,5,Parental controls are easy enough to figure out
B00IKPW0UA,5,It is better and as easy to use
